TransactionID,Date,Time,Branch,ServerID,CustomerID,MenuItemID,Qty,UnitPrice,Discount,PaymentType
1071,2025-03-11,16:45,Airport,S001,C307,M211,1,5.38,0,Credit
1072,2024-02-12,22:56,Midtown,S012,C327,M120,2,14.98,0,GiftCard
1073,2025-07-21,09:39,Downtown,S003,C234,M155,1,3.82,0,Credit
1074,2024-07-08,12:05,Uptown,S017,C185,M135,1,3.49,0,Credit
1075,2024-07-15,18:36,Downtown,S003,C145,M190,1,3.01,0,Debit
1076,2025-01-09,11:10,Uptown,S020,C261,M216,1,20.14,10,Credit
1077,2025-09-23,19:23,Uptown,S020,C353,M139,1,2.64,5,Credit
1078,2025-04-24,15:11,Airport,S028,C362,M169,1,3.18,0,Credit
1079,2025-01-11,22:33,Airport,S001,C245,M173,1,4.27,0,Cash
1080,2024-09-25,11:24,Uptown,S004,C170,M171,1,3.14,0,Debit
1081,2025-03-29,11:12,Downtown,S027,C108,M143,1,3.62,5,Credit
1082,2024-07-15,17:39,Airport,S029,C020,M183,3,3.73,0,
1083,2025-09-22,20:11,Midtown,S009,C394,M120,2,14.98,0,Cash
1084,2024-11-28,14:31,Uptown,S020,C300,M133,1,3.23,5,Cash
1085,2024-01-02,17:26,Westside,S024,C308,M196,2,4.17,0,Credit
1086,2025-08-09,16:26,Westside,S026,C034,M179,1,14.83,5,Debit
1087,2024-07-30,11:13,Westside,S026,C157,M133,1,3.23,0,Credit
1088,2025-06-11,12:34,Downtown,S030,C215,M202,2,15.36,0,Credit
1089,2025-02-20,18:15,Uptown,S004,C001,M201,1,13.51,0,Debit
1090,2024-02-12,13:53,Midtown,S009,C418,M189,1,4.6,0,DEBIT
1091,2025-04-13,22:28,Uptown,S020,C445,M126,4,4.57,0,Credit
1092,2025-09-23,11:59,Uptown,S017,C416,M182,1,15.28,0,Credit
1093,2025-05-01,13:27,Midtown,S008,C349,M187,1,11.43,0,Credit
1094,2024-07-13,18:19,Downtown,S021,C183,M137,1,4.37,0,Debit
1095,2024-10-15,19:12,Airport,S029,C148,M185,1,4.0,0,Credit
1096,2025-05-01,14:55,Downtown,S003,C023,M128,2,5.06,5,Debit
1097,2025-06-22,20:25,Westside ,S005,C252,M213,1,3.19,0,Cash
1098,2024-03-20,12:42,Airport,S023,C299,M145,3,2.34,0,Credit
1099,2024-05-09,11:05,Uptown,S004,C455,M171,1,3.14,5,Credit
1100,2025-09-13,18:22,Midtown,S006,C269,M154,1,3.73,0,Credit
1101,2024-03-28,15:18,Downtown,S025,C077,M176,1,3.68,10,Credit
1102,2025-07-28,22:25,Airport,S029,C035,M127,1,4.93,0,Cash
1103,2025-07-23,12:08,Downtown,S030,C096,M196,2,4.17,0,GiftCard
1104,2025-02-27,12:59,Westside,S007,C379,M169,2,3.18,0,Debit
1105,2024-08-03,13:54,Airport,S019,C311,M109,2,4.31,5,Debit
1106,2025-04-04,11:38,Westside,S026,C396,M178,1,6.35,0,Credit
1107,2024-03-07,18:18,Westside,S014,C092,M158,1,5.26,0,Cash
1108,2024-05-21,18:53,Westside,S022,C414,M217,2,2.92,0,GiftCard
1109,2025-06-18,22:53,Westside,S007,C188,M147,1,3.49,0,Credit
1110,2024-05-03,19:46,Downtown,S003,C473,M137,1,4.37,0,Credit
1111,2024-01-24,17:24,Midtown,S012,C451,M111,1,13.44,0,Debit
1112,2025-09-03,08:22,Uptown,S020,C026,M193,1,17.34,0,GiftCard
1113,2025-02-13,18:53,Uptown,S020,C249,M190,1,3.01,0,Credit
1114,2025-06-12,09:59,Midtown,S012,C027,M176,1,3.68,0,GiftCard
1115,2025-07-15,08:32,Westside,S026,C181,M181,1,3.66,0,Credit
1116,2024-04-03,14:10,Airport,S001,C275,M137,1,4.37,0,Cash
1117,2025-05-07,15:42,Midtown,S012,C128,M128,1,5.06,5,Cash
1118,2025-02-06,17:55,Midtown,S006,C320,M137,1,4.37,0,giftcard
1119,2024-04-21,13:24,Midtown,S006,C416,M116,2,14.83,0,Debit
1120,2024-06-08,17:24,Downtown,S005,C188,M127,3,4.93,5,Debit
1121,2024-12-16,09:32,Westside,S016,C497,M204,1,5.51,0,Credit
1122,2024-01-16,09:08,Midtown,S009,C232,M105,1,3.42,0,Credit
1123,2025-03-07,11:01,Midtown,S011,C330,M187,1,10.46,0,Credit
1124,2024-12-21,21:42,Uptown,S004,C414,M121,1,6.09,10,Credit
1125,2025-08-15,20:35,Midtown,S048,C223,M220,2,4.27,0,Credit
1126,2025-07-07,19:54,Downtown,S002,C391,M144,1,3.79,0,Credit
1127,2025-02-20,08:49,Airport,S018,C148,M170,1,3.4,0,Credit
1128,2024-12-28,17:12,Midtown,S006,C051,M178,2,6.35,0,Credit
1129,2024-04-01,09:14,Uptown,S004,C117,M157,1,4.14,0,Credit
1130,2024-12-02,19:18,Uptown,S017,C280,M177,2,3.29,0,Credit
1131,2025-06-09,19:56,Westside,S007,C439,M190,2,3.01,0,Credit
1132,2024-04-05,11:22,Westside,S016,C295,M173,1,4.34,0,Credit
1133,2024-11-12,12:00,Midtown,S009,C316,M139,1,2.64,0,Debit
1134,2024-06-08,08:46,Westside,S022,C133,M194,1,3.37,5,Credit
1135,2024-07-04,22:50,Uptown,S017,C365,M175,2,15.12,0,Debit
1136,2024-04-23,12:15,Airport,S023,C205,M140,3,4.06,0,Cash
1137,2024-12-26,13:53,Downtown,S030,C113,M218,2,15.45,10,Credit
1138,2024-04-26,17:59,Uptown,S017,C151,M219,1,14.34,0,Cash
1139,2025-01-26,14:36,Airport,S023,C200,M101,3,4.93,15,Debit
1140,2025-05-15,18:37,Midtown,S009,C044,M141,2,4.2,0,Cash
1141,2025-01-06,09:38,Uptown,S017,C370,M165,2,2.51,0,Cash
1142,2024-04-15,12:12,Uptown,S020,C401,M217,1,2.92,0,Credit
1143,2025-06-06,18:42,Uptown,S020,C197,M201,1,13.51,0,Cash
1144,2025-04-11,20:24,Westside,S014,C280,M111,1,13.44,0,Credit
1145,2025-02-14,11:09,Airport,S018,C124,M149,2,3.08,0,Cash
1146,2024-07-31,22:21,Midtown,S006,C334,M214,1,5.2,0,Credit
1147,2024-09-18,08:34,Downtown,S027,C371,M215,2,14.2,5,Debit
1148,2025-07-27,13:37,Midtown,S012,C400,M166,1,14.68,0,Credit
1149,2024-04-25,21:22,Downtown,S025,C354,M205,1,15.07,10,Debit
1150,2024-05-15,14:50,Downtown,S025,C496,M176,2,3.68,5,Credit
1151,2024-01-22,20:25,Downtown,S030,C363,M167,1,4.22,5,Debit
1152,2025-08-01,14:35,Midtown,S011,C307,M219,1,14.34,5,Credit
1153,2024-03-05,20:35,Midtown,S009,C037,M115,1,18.63,0,Debit
1154,2025-06-04,20:43,Airport,S019,C302,M127,1,4.93,0,Credit
1155,2024-08-14,18:51,Uptown,S020,C258,M116,1,15.19,0,Cash
1156,2024-02-29,12:14,Westside,S024,C290,M111,1,13.44,0,Credit
1157,2025-08-19,17:56,Airport,S010,C418,M144,4,3.79,0,Debit
1158,2024-02-22,09:47,Airport,S015,C005,M171,3,3.14,0,Debit
1159,2024-11-10,12:17,Downtown,S025,C298,M125,2,5.44,0,Credit
1160,2025-05-23,18:16,Airport,S010,C239,M108,1,4.18,5,Cash
1161,2024-12-22,16:46,Downtown,S021,C299,M116,2,15.19,0,Credit
1162,2025-01-23,14:40,Midtown,S006,C416,M219,1,14.34,0,Cash
1163,2025-06-02,08:48,Westside,S007,C111,M133,1,3.23,0,Debit
1164,2024-08-13,18:49,Downtown,S027,C191,M217,2,2.92,10,Cash
1165,2024-10-03,11:11,Uptown,S017,C123,M220,1,4.16,0,Credit
1166,2024-02-18,13:55,Airport,S028,C269,M162,1,4.21,0,Debit
1167,2025-04-28,11:13,Westside,S016,C331,M106,1,4.42,10,Cash
1168,2025-03-12,12:04,Westside,S022,C326,M206,2,15.67,5,Debit
1169,2024-12-21,19:11,Airport,S028,C019,M191,1,4.24,0,Credit
1170,2025-08-11,12:50,Midtown,S034,C081,M193,3,17.34,0,Credit
1171,2024-05-04,22:03,Airport,S015,C247,M192,1,12.17,0,Credit
1172,2025-08-23,16:52,Midtown,S011,C064,M114,1,15.86,0,Cash
1173,2024-12-13,16:57,Downtown,S030,C063,M115,1,18.63,0,Debit
1174,2024-09-01,13:56,Uptown,S020,C075,M159,1,5.56,0,Cash
1175,2025-01-13,19:53,Westside,S016,C077,M160,3,5.96,0,Credit
1176,2025-03-05,12:29,Uptown,S004,C078,M129,2,7.82,0,Debit
1177,2025-05-11,17:59,Airport ,S022,C128,M121,1,6.09,0,Cash
1178,2025-03-12,17:11,Westside,S014,C183,M132,3,2.42,0,Credit
1179,2025-04-03,11:01,Westside,S024,C329,M143,2,3.62,0,GiftCard
1180,2024-01-08,19:24,Downtown,S025,C112,M104,1,5.16,10,Debit
1181,2024-03-20,11:23,Downtown,S002,C094,M127,1,4.93,0,Cash
1182,2024-04-04,16:00,Downtown,S003,C259,M116,3,15.19,0,Credit
1183,2025-03-10,17:32,Airport,S028,C464,M135,1,3.49,15,Cash
1184,2024-12-12,21:55,Uptown,S004,C142,M147,1,3.49,0,Cash
1185,2024-06-10,11:10,Westside,S024,C109,M102,3,5.23,0,Debit
1186,2025-04-01,14:30,Westside,S024,C307,M163,2,17.16,0,Credit
1187,2025-04-20,20:20,Downtown,S005,C465,M171,1,3.14,15,Cash
1188,2025-06-08,19:42,Midtown,S009,C275,M143,1,3.62,0,Debit
1189,2025-06-29,12:45,Westside,S014,C035,M137,1,4.37,0,Cash
1190,2024-02-23,11:35,Downtown,S025,C295,M142,1,3.4,0,Credit
1191,2024-07-21,18:17,Westside,S026,C125,M181,1,3.66,0,Credit
1192,2024-02-28,12:17,Uptown,S004,C118,M220,1,4.16,0,Debit
1193,2024-04-21,20:37,Airport,S001,C235,M181,1,3.66,0,Credit
1194,2025-05-18,20:19,Uptown,S004,C127,M147,1,3.49,0,Credit
1195,2025-08-04,12:36,Airport,S001,C223,M186,1,4.26,0,Credit
1196,2024-10-12,18:48,Westside,S007,C488,M142,1,3.4,0,Credit
1197,2024-05-11,19:57,Downtown,S003,C231,M165,3,2.51,0,Credit
1198,2025-01-28,08:24,Midtown,S011,C108,M116,1,15.19,0,Credit
1199,2024-04-14,15:38,Westside,S022,C033,M156,2,5.51,0,Credit
1200,2024-10-13,18:52,Down town,S010,C483,M201,1,13.51,0,Credit
1201,2025-02-23,19:50,Airport,S029,C125,M175,1,15.12,0,Credit
1202,2025-02-24,15:10,Airport,S029,C381,M130,1,5.84,0,Credit
1203,2025-05-25,11:24,Midtown,S006,C451,M187,2,11.43,10,Cash
1204,2024-01-31,13:24,Westside,S022,C196,M132,1,2.42,0,Credit
1205,2024-02-04,19:39,Uptown,S017,C220,M205,1,15.07,0,Credit
1206,2024-04-29,22:17,Midtown,S013,C151,M156,1,5.51,0,Cash
1207,2024-10-30,20:30,Midtown,S012,C460,M219,1,14.34,0,Cash
1208,2024-07-31,18:19,Midtown,S012,C228,M138,2,4.26,10,Credit
1209,2025-02-02,12:38,Airport,S015,C138,M123,1,4.23,0,GiftCard
1210,2025-04-05,11:53,Uptown,S017,C422,M158,1,5.35,0,Credit
1211,2024-10-24,09:52,Westside,S026,C074,M105,1,3.45,5,Debit
1212,2025-07-01,16:58,Airport,S015,C001,M125,1,5.44,0,Credit
1213,2024-11-04,20:10,Midtown,S011,C472,M150,3,3.33,10,Credit
1214,2024-03-31,22:53,Uptown,S004,C301,M111,1,13.44,5,Credit
1215,2025-05-26,12:47,Midtown,S012,C171,M165,1,2.51,0,Credit
1216,2024-01-26,09:10,Uptown,S020,C183,M115,1,18.18,0,Credit
1217,2025-06-11,18:43,Westside,S016,C288,M173,1,4.34,0,Credit
1218,2024-07-02,08:38,Westside,S014,C014,M210,1,4.31,5,Cash
1219,2024-06-12,19:38,Airport,S029,C407,M128,2,5.06,5,Credit
1220,2025-08-07,20:32,Uptown,S017,C465,M165,2,2.51,0,credit
1221,2025-09-17,13:03,Downtown,S003,C427,M140,1,4.06,0,Cash
1222,2025-04-22,20:29,Midtown,S012,C007,M150,1,3.21,0,Cash
1223,2024-01-22,17:44,Midtown,S006,C148,M159,1,5.56,0,Credit
1224,2025-02-17,14:53,Airport,S019,C220,M145,1,2.34,0,Credit
1225,2024-01-10,20:16,Uptown,S020,C474,M201,1,13.51,5,Credit
1226,2024-12-25,14:13,Westside,S022,C150,M213,1,3.19,0,Credit
1227,2025-01-25,20:31,Uptown,S020,C338,M130,1,5.84,0,Credit
1228,2024-01-24,17:37,Midtown,S009,C051,M117,2,12.09,0,Credit
1229,2024-04-11,16:16,Westside,S007,C490,M210,1,4.31,0,GiftCard
1230,2025-05-02,13:18,Westside,S026,C071,M168,1,2.85,0,GiftCard
1231,2024-12-28,18:54,Uptown,S020,C318,M120,1,14.98,0,Cash
1232,2025-02-28,11:14,Downtown,S002,C138,M184,4,5.05,0,Credit
1233,2024-03-28,11:12,Downtown,S005,C273,M145,1,2.34,0,Credit
1234,2024-11-09,13:48,Uptown,S004,C484,M166,2,14.68,15,Debit
1235,2024-03-27,20:33,Westside,S026,C462,M195,1,18.48,0,Debit
1236,2024-02-09,18:45,DOWNTOWN,S025,C300,M110,1,5.53,0,Debit
1237,2025-05-16,20:04,Uptown,S020,C396,M210,1,4.31,0,Credit
1238,2024-07-17,12:45,UPTOWN,S017,C218,M192,1,12.17,0,Credit
1239,2025-08-17,17:29,Westside,S007,C347,M189,1,4.6,0,Cash
1240,2024-01-17,18:09,Westside,S007,C184,M204,1,5.51,0,Credit
1241,2025-07-29,19:52,Downtown,S030,C226,M189,1,4.6,0,Debit
1242,2025-03-04,08:08,Airport,S023,C295,M205,1,15.07,0,Credit
1243,2025-07-24,12:23,Downtown,S027,C283,M160,1,5.96,10,Cash
1244,2025-03-08,18:18,Airport,S001,C160,M211,1,5.38,0,Credit
1245,2025-03-15,15:20,Westside,S026,C264,M209,1,4.6,0,Credit
1246,2024-01-24,13:47,Airport,S029,C082,M207,1,14.8,0,Credit
1247,2024-12-01,13:10,Downtown,S030,C259,M111,3,13.44,0,Credit
1248,2024-05-09,17:48,Airport,S001,C275,M168,1,2.85,5,Credit
1249,2024-09-10,17:12,Downtown,S030,C039,M134,1,3.4,0,Cash
1250,2025-03-17,11:37,Downtown,S025,C035,M117,1,12.09,0,Cash
1251,2025-06-04,11:24,Uptown,S017,C499,M173,1,4.34,0,Credit
1252,2024-03-26,15:50,Downtown,S025,C028,M199,1,4.3,5,Credit
1253,2025-04-01,11:05,Uptown,S017,C173,M105,1,3.45,5,Credit
1254,2024-04-08,14:10,Westside,S016,C044,M198,1,4.52,0,Debit
1255,2024-04-24,18:12,Westside,S014,C222,M168,1,2.85,10,Credit
1256,2024-07-24,20:02,UPTOWN,S029,C299,M135,3,3.49,0,Credit
1257,2024-03-05,13:38,Uptown,S020,C019,M134,1,3.36,5,GiftCard
1258,2025-03-17,11:04,Uptown,S004,C001,M178,3,6.66,0,Cash
1259,2024-01-20,20:53,Midtown,S009,C366,M197,1,3.41,0,Credit
1260,2025-04-24,20:22,Airport,S015,C310,M173,1,4.34,0,Credit
1261,2024-11-17,20:38,Uptown,S004,C215,M207,1,14.8,5,Debit
1262,2025-08-02,17:56,Westside,S026,C283,M105,1,3.45,0,Credit
1263,2024-12-15,13:24,Uptown,S004,C148,M207,2,14.8,0,Credit
1264,2025-01-10,12:15,Down town,S014,C428,M107,1,4.29,0,Credit
1265,2025-04-22,21:23,Airport,S048,C323,M124,1,6.81,0,Credit
1266,2025-09-09,08:33,Uptown,S017,C260,M121,2,6.09,0,Credit
1267,2025-09-03,11:19,Westside,S022,C494,M206,1,15.67,0,Cash
1268,2025-06-25,13:42,Airport,S010,C298,M125,1,5.44,0,Debit
1269,2024-08-31,13:41,Midtown,S009,C217,M176,1,3.68,10,Credit
1270,2024-11-05,20:19,Air port,S015,C304,M194,1,3.37,10,Cash
1271,2024-05-25,19:02,Midtown,S009,C078,M138,1,4.26,5,Credit
1272,2024-10-12,17:10,Airport,S028,C123,M159,1,5.56,5,Debit
1273,2025-06-27,18:09,Airport,S029,C277,M115,1,18.63,0,Credit
1274,2025-08-22,19:29,Downtown,S003,C038,M216,1,20.14,0,Cash
1275,2025-07-31,12:11,Midtown,S012,C487,M176,1,3.68,0,Credit
1276,2024-05-23,17:19,Airport,S018,C300,M201,1,13.51,0,Credit
1277,2024-09-03,12:02,Airport,S028,C129,M142,1,3.4,0,Cash
1278,2025-02-03,18:16,Airport,S018,C373,M154,1,3.73,0,Debit
1279,2025-05-12,12:30,Uptown,S017,C402,M188,2,3.08,5,Debit
1280,2024-10-30,20:52,Uptown,S017,C133,M167,1,4.22,5,Credit
1281,2024-03-23,20:16,Midtown,S012,C111,M139,1,2.64,5,CREDIT
1282,2025-01-25,08:28,Midtown,S009,C459,M119,1,11.33,0,Cash
1283,2025-01-19,20:04,Downtown,S005,C183,M145,1,2.34,0,GiftCard
1284,2024-06-05,12:26,Downtown,S030,C104,M211,2,5.38,15,Debit
1285,2025-03-05,08:21,Uptown,S004,C095,M185,1,4.0,15,Credit
1286,2024-10-28,12:43,Airport,S028,C323,M165,1,2.51,0,Cash
1287,2024-06-25,19:07,Uptown,S020,C408,M177,1,3.29,0,Credit
1288,2024-05-31,20:56,Uptown,S004,C271,M119,1,11.33,0,Debit
1289,2024-05-09,19:22,Midtown,S009,C042,M161,3,11.9,0,Cash
1290,2024-05-20,17:49,Airport,S028,C170,M110,1,5.53,10,Debit
1291,2024-05-14,19:31,Midtown,S011,C190,M103,1,4.66,10,Cash
1292,2024-01-24,13:12,Midtown,S009,C439,M136,2,2.32,0,Credit
1293,2024-02-04,15:06,Downtown,S003,C086,M169,1,3.18,0,Credit
1294,2025-01-14,12:25,Airport,S019,C312,M127,1,4.93,0,Cash
1295,2024-02-28,11:36,Midtown,S009,C376,M182,1,15.73,0,Credit
1296,2024-01-25,19:44,Downtown,S005,C041,M136,1,2.32,0,Credit
1297,2024-04-07,09:35,Midtown,S008,C336,M189,2,4.6,0,GiftCard
1298,2025-09-03,19:28,Airport,S019,C406,M209,1,4.6,0,Credit
1299,2025-08-19,16:57,Uptown,S004,C320,M153,2,5.96,0,Credit
1300,2025-05-11,17:38,Airport,S018,C106,M114,1,15.86,0,Cash
1301,2025-08-01,14:28,Midtown,S011,C290,M157,3,4.14,0,Credit
1302,2025-09-03,11:22,Uptown,S020,C008,M180,1,4.69,5,Credit
1303,2024-02-27,17:22,Midtown,S012,C126,M168,1,2.85,10,GiftCard
1304,2025-04-19,19:43,Downtown,S030,C142,M132,2,2.42,0,Cash
1305,2024-06-26,19:22,Uptown,S020,C083,M161,1,11.9,0,Credit
1306,2025-05-27,17:11,Downtown,S003,C328,M160,3,5.96,0,Debit
1307,2025-08-22,11:33,Downtown,S002,C341,M183,1,3.73,0,Credit
1308,2025-01-29,20:25,Uptown,S020,C210,M160,3,5.96,10,GiftCard
1309,2024-05-24,08:14,Uptown,S020,C464,M220,1,4.16,0,Credit
1310,2024-01-09,21:43,Downtown,S003,C246,M140,2,3.75,0,Credit
1311,2025-05-11,18:04,Downtown,S021,C137,M110,1,5.15,0,Credit
1312,2024-02-02,14:44,Airport,S001,C421,M140,1,4.06,0,Credit
1313,2024-03-28,20:06,Midtown,S006,C031,M146,1,2.95,0,Credit
1314,2024-04-02,17:05,Westside,S026,C275,M123,2,4.23,0,Credit
1315,2025-04-06,20:15,Westside,S016,C136,M176,4,3.68,5,Cash
1316,2024-09-26,20:04,Airport,S029,C493,M194,1,3.37,0,Credit
1317,2024-01-26,17:06,Midtown,S013,C142,M102,1,5.23,10,Cash
1318,2024-01-27,18:59,Airport,S029,C265,M197,1,3.41,0,Credit
1319,2024-09-27,15:34,Downtown,S025,C184,M136,1,2.32,0,Debit
1320,2024-04-02,17:06,Westside,S016,C005,M192,1,12.17,0,Credit
1321,2024-08-07,18:43,Airport,S001,C163,M185,1,4.0,0,Credit
1322,2024-03-30,19:57,Westside,S026,C104,M113,1,13.99,0,Credit
1323,2024-01-02,19:07,Airport,S015,C010,M176,1,3.68,0,Cash
1324,2025-07-14,21:30,Downtown,S005,C257,M175,3,15.85,0,Credit
1325,2024-03-31,19:26,Midtown,S011,C258,M181,1,3.66,0,Credit
1326,2024-01-25,19:04,Airport,S023,C118,M101,1,4.93,0,Debit
1327,2024-12-04,20:41,Westside,S016,C335,M123,1,4.23,0,Credit
1328,2024-04-10,21:56,Midtown,S009,C203,M177,1,3.29,0,Cash
1329,2024-11-26,17:29,Airport,S001,C331,M155,1,3.82,0,Credit
1330,2024-06-22,09:56,Downtown,S002,C048,M185,2,4.0,0,Credit
1331,2025-08-03,08:09,Airport,S001,C294,M131,2,3.78,5,cash
1332,2024-10-13,15:30,Uptown,S020,C410,M119,2,11.33,0,Credit
1333,2024-05-01,18:15,Downtown,S025,C089,M139,1,2.64,0,Debit
1334,2025-06-30,13:49,Airport,S010,C024,M139,1,2.64,5,Cash
1335,2025-01-13,20:18,Westside,S014,C474,M108,1,4.05,0,Debit
1336,2024-03-23,12:07,Midtown,S008,C095,M181,1,3.66,10,Credit
1337,2024-10-02,15:09,Westside,S026,C477,M173,1,4.34,5,Cash
1338,2025-02-03,14:18,Westside,S022,C298,M219,2,14.34,15,Cash
1339,2024-10-08,12:39,Westside,S024,C118,M175,1,15.12,0,Cash
1340,2024-02-10,20:24,Westside,S007,C004,M135,1,3.49,0,Credit
1341,2024-05-31,20:52,MIDTOWN,S018,C048,M141,3,4.2,0,Credit
1342,2024-06-19,19:58,Downtown,S027,C399,M206,2,15.67,10,Credit
1343,2024-04-07,13:42,Uptown,S020,C307,M205,2,15.07,0,Credit
1344,2024-09-28,19:51,Westside,S016,C448,M213,3,3.19,0,Credit
1345,2024-05-21,13:41,Uptown,S017,C158,M102,1,5.23,0,Cash
1346,2025-03-21,14:10,Airport,S023,C106,M165,1,2.51,0,Credit
1347,2024-12-14,20:27,Downtown,S002,C197,M175,1,15.12,15,Credit
1348,2025-07-25,09:25,Airport,S015,C331,M165,1,2.51,0,Credit
1349,2024-06-03,13:58,Downtown,S025,C184,M217,1,2.92,0,Debit
